record_id,supplier_code,supplier_name,supplier_type,supplier_country,tier,year,assessment_year,category,sub_category,criterion_code,criterion_name,score,max_score,weight,weighted_score,evidence_yn,audited_yn,spend_krw,supplier_emission_tco2e,critical_issue_yn,contract_status,esg_clause_yn,source_system,synced_at,created_at,updated_at,updated_by
SRM-SE-2024-085,SUP-TC-001,KT(통신·네트워크),통신,KR,Tier1,2024,2024,사회,산업안전,SOC-01,중대재해 발생 여부,11.8,15,0.15,1.77,Y,Y,148000000000,2800,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 12:56:00,user_005
SRM-SE-2024-086,SUP-TC-001,KT(통신·네트워크),통신,KR,Tier1,2024,2024,사회,산업안전,SOC-02,안전보건 인증(ISO 45001) 보유,8.4,10,0.1,0.84,Y,Y,148000000000,2800,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 12:02:00,user_005
SRM-SE-2024-087,SUP-TC-001,KT(통신·네트워크),통신,KR,Tier1,2024,2024,사회,인권,SOC-03,아동·강제노동 금지 정책,7.6,10,0.1,0.76,Y,N,148000000000,2800,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 12:17:00,user_005
SRM-SE-2024-088,SUP-TC-001,KT(통신·네트워크),통신,KR,Tier1,2024,2024,지배구조,공정거래,GOV-01,공정거래 자율준수 프로그램,7.4,10,0.1,0.74,Y,N,148000000000,2800,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 17:25:00,user_005
SRM-SE-2024-089,SUP-TC-001,KT(통신·네트워크),통신,KR,Tier1,2024,2024,지배구조,정보보안,GOV-02,정보보호 인증(ISMS-P) 보유,8.0,10,0.1,0.8,Y,Y,148000000000,2800,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 09:15:00,user_005
SRM-SE-2024-090,SUP-TC-001,KT(통신·네트워크),통신,KR,Tier1,2024,2024,지배구조,윤리,GOV-03,부패방지 정책 및 교육 실시,7.5,10,0.1,0.75,Y,N,148000000000,2800,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 16:11:00,user_005
SRM-SE-2024-091,SUP-TC-002,SK텔레콤,통신,KR,Tier1,2024,2024,환경,탄소관리,ENV-01,온실가스 감축 목표 설정,8.8,10,0.12,1.056,Y,N,95000000000,1900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 17:22:00,user_005
SRM-SE-2024-092,SUP-TC-002,SK텔레콤,통신,KR,Tier1,2024,2024,환경,탄소관리,ENV-02,Scope 1/2 배출량 공개,7.6,10,0.1,0.76,Y,N,95000000000,1900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 10:18:00,user_005
SRM-SE-2024-093,SUP-TC-002,SK텔레콤,통신,KR,Tier1,2024,2024,환경,에너지,ENV-03,재생에너지 사용 비율,6.9,10,0.08,0.552,Y,Y,95000000000,1900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 11:54:00,user_005
SRM-SE-2024-094,SUP-TC-002,SK텔레콤,통신,KR,Tier1,2024,2024,환경,폐기물,ENV-04,폐기물 재활용률,4.0,5,0.05,0.2,Y,Y,95000000000,1900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 12:41:00,user_005
SRM-SE-2024-095,SUP-TC-002,SK텔레콤,통신,KR,Tier1,2024,2024,사회,산업안전,SOC-01,중대재해 발생 여부,11.0,15,0.15,1.65,Y,Y,95000000000,1900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 13:41:00,user_005
SRM-SE-2024-096,SUP-TC-002,SK텔레콤,통신,KR,Tier1,2024,2024,사회,산업안전,SOC-02,안전보건 인증(ISO 45001) 보유,7.7,10,0.1,0.77,Y,Y,95000000000,1900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 09:30:00,user_005
SRM-SE-2024-097,SUP-TC-002,SK텔레콤,통신,KR,Tier1,2024,2024,사회,인권,SOC-03,아동·강제노동 금지 정책,8.7,10,0.1,0.87,Y,N,95000000000,1900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 11:38:00,user_005
SRM-SE-2024-098,SUP-TC-002,SK텔레콤,통신,KR,Tier1,2024,2024,지배구조,공정거래,GOV-01,공정거래 자율준수 프로그램,8.5,10,0.1,0.85,Y,Y,95000000000,1900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 13:38:00,user_005
SRM-SE-2024-099,SUP-TC-002,SK텔레콤,통신,KR,Tier1,2024,2024,지배구조,정보보안,GOV-02,정보보호 인증(ISMS-P) 보유,8.5,10,0.1,0.85,Y,N,95000000000,1900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 13:27:00,user_005
SRM-SE-2024-100,SUP-TC-002,SK텔레콤,통신,KR,Tier1,2024,2024,지배구조,윤리,GOV-03,부패방지 정책 및 교육 실시,8.7,10,0.1,0.87,Y,N,95000000000,1900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 16:16:00,user_005
SRM-SE-2024-101,SUP-HR-001,(주)맨파워코리아,인력파견,KR,Tier2,2024,2024,환경,탄소관리,ENV-01,온실가스 감축 목표 설정,6.2,10,0.12,0.744,Y,N,62000000000,320,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 17:52:00,user_005
SRM-SE-2024-102,SUP-HR-001,(주)맨파워코리아,인력파견,KR,Tier2,2024,2024,환경,탄소관리,ENV-02,Scope 1/2 배출량 공개,6.8,10,0.1,0.68,Y,N,62000000000,320,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 10:00:00,user_005
SRM-SE-2024-103,SUP-HR-001,(주)맨파워코리아,인력파견,KR,Tier2,2024,2024,환경,에너지,ENV-03,재생에너지 사용 비율,6.6,10,0.08,0.528,Y,N,62000000000,320,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 14:35:00,user_005
SRM-SE-2024-104,SUP-HR-001,(주)맨파워코리아,인력파견,KR,Tier2,2024,2024,환경,폐기물,ENV-04,폐기물 재활용률,3.4,5,0.05,0.17,Y,N,62000000000,320,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 13:19:00,user_005
SRM-SE-2024-105,SUP-HR-001,(주)맨파워코리아,인력파견,KR,Tier2,2024,2024,사회,산업안전,SOC-01,중대재해 발생 여부,10.4,15,0.15,1.56,Y,N,62000000000,320,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 10:21:00,user_005
SRM-SE-2024-106,SUP-HR-001,(주)맨파워코리아,인력파견,KR,Tier2,2024,2024,사회,산업안전,SOC-02,안전보건 인증(ISO 45001) 보유,7.5,10,0.1,0.75,Y,N,62000000000,320,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 14:55:00,user_005
SRM-SE-2024-107,SUP-HR-001,(주)맨파워코리아,인력파견,KR,Tier2,2024,2024,사회,인권,SOC-03,아동·강제노동 금지 정책,6.3,10,0.1,0.63,Y,N,62000000000,320,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 13:12:00,user_005
SRM-SE-2024-108,SUP-HR-001,(주)맨파워코리아,인력파견,KR,Tier2,2024,2024,지배구조,공정거래,GOV-01,공정거래 자율준수 프로그램,6.0,10,0.1,0.6,Y,Y,62000000000,320,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 09:51:00,user_005
SRM-SE-2024-109,SUP-HR-001,(주)맨파워코리아,인력파견,KR,Tier2,2024,2024,지배구조,정보보안,GOV-02,정보보호 인증(ISMS-P) 보유,7.2,10,0.1,0.72,Y,N,62000000000,320,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 15:42:00,user_005
SRM-SE-2024-110,SUP-HR-001,(주)맨파워코리아,인력파견,KR,Tier2,2024,2024,지배구조,윤리,GOV-03,부패방지 정책 및 교육 실시,6.3,10,0.1,0.63,Y,Y,62000000000,320,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 09:41:00,user_005
SRM-SE-2024-111,SUP-LG-001,대한통운,물류,KR,Tier2,2024,2024,환경,탄소관리,ENV-01,온실가스 감축 목표 설정,7.0,10,0.12,0.84,Y,N,48000000000,3500,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 13:58:00,user_005
SRM-SE-2024-112,SUP-LG-001,대한통운,물류,KR,Tier2,2024,2024,환경,탄소관리,ENV-02,Scope 1/2 배출량 공개,6.9,10,0.1,0.69,Y,N,48000000000,3500,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 09:37:00,user_005
SRM-SE-2024-113,SUP-LG-001,대한통운,물류,KR,Tier2,2024,2024,환경,에너지,ENV-03,재생에너지 사용 비율,7.4,10,0.08,0.592,Y,N,48000000000,3500,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 12:21:00,user_005
SRM-SE-2024-114,SUP-LG-001,대한통운,물류,KR,Tier2,2024,2024,환경,폐기물,ENV-04,폐기물 재활용률,3.7,5,0.05,0.185,Y,Y,48000000000,3500,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 17:40:00,user_005
SRM-SE-2024-115,SUP-LG-001,대한통운,물류,KR,Tier2,2024,2024,사회,산업안전,SOC-01,중대재해 발생 여부,11.3,15,0.15,1.695,Y,N,48000000000,3500,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 14:32:00,user_005
SRM-SE-2024-116,SUP-LG-001,대한통운,물류,KR,Tier2,2024,2024,사회,산업안전,SOC-02,안전보건 인증(ISO 45001) 보유,6.7,10,0.1,0.67,Y,Y,48000000000,3500,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 17:11:00,user_005
SRM-SE-2024-117,SUP-LG-001,대한통운,물류,KR,Tier2,2024,2024,사회,인권,SOC-03,아동·강제노동 금지 정책,6.6,10,0.1,0.66,Y,N,48000000000,3500,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 11:47:00,user_005
SRM-SE-2024-118,SUP-LG-001,대한통운,물류,KR,Tier2,2024,2024,지배구조,공정거래,GOV-01,공정거래 자율준수 프로그램,6.6,10,0.1,0.66,Y,N,48000000000,3500,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 11:43:00,user_005
SRM-SE-2024-119,SUP-LG-001,대한통운,물류,KR,Tier2,2024,2024,지배구조,정보보안,GOV-02,정보보호 인증(ISMS-P) 보유,7.7,10,0.1,0.77,Y,N,48000000000,3500,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 10:14:00,user_005
SRM-SE-2024-120,SUP-LG-001,대한통운,물류,KR,Tier2,2024,2024,지배구조,윤리,GOV-03,부패방지 정책 및 교육 실시,6.8,10,0.1,0.68,Y,N,48000000000,3500,N,활성,N,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 13:26:00,user_005
SRM-SE-2024-121,SUP-EN-001,한국전력공사,에너지(전력),KR,Tier1,2024,2024,환경,탄소관리,ENV-01,온실가스 감축 목표 설정,7.7,10,0.12,0.924,Y,N,724888889000,15200,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 14:16:00,user_005
SRM-SE-2024-122,SUP-EN-001,한국전력공사,에너지(전력),KR,Tier1,2024,2024,환경,탄소관리,ENV-02,Scope 1/2 배출량 공개,7.4,10,0.1,0.74,Y,N,724888889000,15200,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 10:30:00,user_005
SRM-SE-2024-123,SUP-EN-001,한국전력공사,에너지(전력),KR,Tier1,2024,2024,환경,에너지,ENV-03,재생에너지 사용 비율,6.4,10,0.08,0.512,Y,N,724888889000,15200,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 10:30:00,user_005
SRM-SE-2024-124,SUP-EN-001,한국전력공사,에너지(전력),KR,Tier1,2024,2024,환경,폐기물,ENV-04,폐기물 재활용률,4.0,5,0.05,0.2,Y,N,724888889000,15200,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 10:55:00,user_005
SRM-SE-2024-125,SUP-EN-001,한국전력공사,에너지(전력),KR,Tier1,2024,2024,사회,산업안전,SOC-01,중대재해 발생 여부,11.3,15,0.15,1.695,Y,N,724888889000,15200,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 13:26:00,user_005
SRM-SE-2024-126,SUP-EN-001,한국전력공사,에너지(전력),KR,Tier1,2024,2024,사회,산업안전,SOC-02,안전보건 인증(ISO 45001) 보유,6.4,10,0.1,0.64,Y,Y,724888889000,15200,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 11:12:00,user_005
SRM-SE-2024-127,SUP-EN-001,한국전력공사,에너지(전력),KR,Tier1,2024,2024,사회,인권,SOC-03,아동·강제노동 금지 정책,6.9,10,0.1,0.69,Y,N,724888889000,15200,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 16:09:00,user_005
SRM-SE-2024-128,SUP-EN-001,한국전력공사,에너지(전력),KR,Tier1,2024,2024,지배구조,공정거래,GOV-01,공정거래 자율준수 프로그램,6.9,10,0.1,0.69,Y,N,724888889000,15200,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 11:49:00,user_005
SRM-SE-2024-129,SUP-EN-001,한국전력공사,에너지(전력),KR,Tier1,2024,2024,지배구조,정보보안,GOV-02,정보보호 인증(ISMS-P) 보유,6.4,10,0.1,0.64,Y,N,724888889000,15200,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 11:20:00,user_005
SRM-SE-2024-130,SUP-EN-001,한국전력공사,에너지(전력),KR,Tier1,2024,2024,지배구조,윤리,GOV-03,부패방지 정책 및 교육 실시,7.5,10,0.1,0.75,Y,Y,724888889000,15200,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 16:17:00,user_005
SRM-SE-2024-131,SUP-EN-002,한국가스공사,에너지(가스),KR,Tier1,2024,2024,환경,탄소관리,ENV-01,온실가스 감축 목표 설정,6.3,10,0.12,0.756,Y,Y,45000000000,8900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 11:31:00,user_005
SRM-SE-2024-132,SUP-EN-002,한국가스공사,에너지(가스),KR,Tier1,2024,2024,환경,탄소관리,ENV-02,Scope 1/2 배출량 공개,7.3,10,0.1,0.73,Y,Y,45000000000,8900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 11:39:00,user_005
SRM-SE-2024-133,SUP-EN-002,한국가스공사,에너지(가스),KR,Tier1,2024,2024,환경,에너지,ENV-03,재생에너지 사용 비율,6.7,10,0.08,0.536,Y,N,45000000000,8900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 15:27:00,user_005
SRM-SE-2024-134,SUP-EN-002,한국가스공사,에너지(가스),KR,Tier1,2024,2024,환경,폐기물,ENV-04,폐기물 재활용률,3.8,5,0.05,0.19,Y,N,45000000000,8900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 09:02:00,user_005
SRM-SE-2024-135,SUP-EN-002,한국가스공사,에너지(가스),KR,Tier1,2024,2024,사회,산업안전,SOC-01,중대재해 발생 여부,10.3,15,0.15,1.545,Y,N,45000000000,8900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 14:00:00,user_005
SRM-SE-2024-136,SUP-EN-002,한국가스공사,에너지(가스),KR,Tier1,2024,2024,사회,산업안전,SOC-02,안전보건 인증(ISO 45001) 보유,7.5,10,0.1,0.75,Y,N,45000000000,8900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 12:01:00,user_005
SRM-SE-2024-137,SUP-EN-002,한국가스공사,에너지(가스),KR,Tier1,2024,2024,사회,인권,SOC-03,아동·강제노동 금지 정책,7.1,10,0.1,0.71,Y,N,45000000000,8900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 12:14:00,user_005
SRM-SE-2024-138,SUP-EN-002,한국가스공사,에너지(가스),KR,Tier1,2024,2024,지배구조,공정거래,GOV-01,공정거래 자율준수 프로그램,7.2,10,0.1,0.72,Y,N,45000000000,8900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 13:08:00,user_005
SRM-SE-2024-139,SUP-EN-002,한국가스공사,에너지(가스),KR,Tier1,2024,2024,지배구조,정보보안,GOV-02,정보보호 인증(ISMS-P) 보유,6.1,10,0.1,0.61,Y,N,45000000000,8900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 13:10:00,user_005
SRM-SE-2024-140,SUP-EN-002,한국가스공사,에너지(가스),KR,Tier1,2024,2024,지배구조,윤리,GOV-03,부패방지 정책 및 교육 실시,6.1,10,0.1,0.61,Y,Y,45000000000,8900,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 13:18:00,user_005
SRM-SE-2024-141,SUP-IT-007,(주)LG CNS,IT서비스,KR,Tier1,2024,2024,환경,탄소관리,ENV-01,온실가스 감축 목표 설정,8.0,10,0.12,0.96,Y,N,215000000000,2100,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 17:21:00,user_005
SRM-SE-2024-142,SUP-IT-007,(주)LG CNS,IT서비스,KR,Tier1,2024,2024,환경,탄소관리,ENV-02,Scope 1/2 배출량 공개,8.0,10,0.1,0.8,Y,N,215000000000,2100,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 11:21:00,user_005
SRM-SE-2024-143,SUP-IT-007,(주)LG CNS,IT서비스,KR,Tier1,2024,2024,환경,에너지,ENV-03,재생에너지 사용 비율,9.1,10,0.08,0.728,Y,N,215000000000,2100,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 14:48:00,user_005
SRM-SE-2024-144,SUP-IT-007,(주)LG CNS,IT서비스,KR,Tier1,2024,2024,환경,폐기물,ENV-04,폐기물 재활용률,3.7,5,0.05,0.185,Y,N,215000000000,2100,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 09:14:00,user_005
SRM-SE-2024-145,SUP-IT-007,(주)LG CNS,IT서비스,KR,Tier1,2024,2024,사회,산업안전,SOC-01,중대재해 발생 여부,11.3,15,0.15,1.695,Y,Y,215000000000,2100,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 12:46:00,user_005
SRM-SE-2024-146,SUP-IT-007,(주)LG CNS,IT서비스,KR,Tier1,2024,2024,사회,산업안전,SOC-02,안전보건 인증(ISO 45001) 보유,7.1,10,0.1,0.71,Y,N,215000000000,2100,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 11:07:00,user_005
SRM-SE-2024-147,SUP-IT-007,(주)LG CNS,IT서비스,KR,Tier1,2024,2024,사회,인권,SOC-03,아동·강제노동 금지 정책,7.8,10,0.1,0.78,Y,N,215000000000,2100,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 09:24:00,user_005
SRM-SE-2024-148,SUP-IT-007,(주)LG CNS,IT서비스,KR,Tier1,2024,2024,지배구조,공정거래,GOV-01,공정거래 자율준수 프로그램,8.9,10,0.1,0.89,Y,N,215000000000,2100,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 17:39:00,user_005
SRM-SE-2024-149,SUP-IT-007,(주)LG CNS,IT서비스,KR,Tier1,2024,2024,지배구조,정보보안,GOV-02,정보보호 인증(ISMS-P) 보유,7.2,10,0.1,0.72,Y,Y,215000000000,2100,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 10:41:00,user_005
SRM-SE-2024-150,SUP-IT-007,(주)LG CNS,IT서비스,KR,Tier1,2024,2024,지배구조,윤리,GOV-03,부패방지 정책 및 교육 실시,8.8,10,0.1,0.88,Y,Y,215000000000,2100,N,활성,Y,SRM,2024-10-01 07:00:00,2024-10-01 08:00:00,2024-10-05 10:26:00,user_005
