record_id,site_code,site_name,year,quarter,waste_type,waste_category,treatment_method,generation_ton,recycling_rate_pct,landfill_rate_pct,incineration_rate_pct,hazardous_waste_yn,treatment_contractor,source_system,created_at,updated_at,updated_by
WST-2024-0122,SITE-DC02,동탄 데이터센터,2024,3,지정폐기물,폐유·윤활유,위탁처리,1.16,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0123,SITE-DC02,동탄 데이터센터,2024,3,지정폐기물,폐배터리(UPS),재활용(제련),5.09,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0124,SITE-DC02,동탄 데이터센터,2024,3,지정폐기물,냉매(HFCs),회수·처리,0.77,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0125,SITE-DC02,동탄 데이터센터,2024,3,지정폐기물,폐전자제품(IT),ITAD재활용,188.38,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0126,SITE-DC02,동탄 데이터센터,2024,3,지정폐기물,폐형광등,위탁처리,0.41,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0127,SITE-DC03,상암 데이터센터,2024,3,일반폐기물,생활폐기물,위탁소각,14.87,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0128,SITE-DC03,상암 데이터센터,2024,3,일반폐기물,사무용품·포장재,재활용,7.35,90.0,5.0,5.0,N,대한통운,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0129,SITE-DC03,상암 데이터센터,2024,3,일반폐기물,건설부산물,재활용,21.0,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0130,SITE-DC03,상암 데이터센터,2024,3,일반폐기물,음식물쓰레기,위탁처리,4.9,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0131,SITE-DC03,상암 데이터센터,2024,3,지정폐기물,폐유·윤활유,위탁처리,0.73,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0132,SITE-DC03,상암 데이터센터,2024,3,지정폐기물,폐배터리(UPS),재활용(제련),3.24,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0133,SITE-DC03,상암 데이터센터,2024,3,지정폐기물,냉매(HFCs),회수·처리,0.49,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0134,SITE-DC03,상암 데이터센터,2024,3,지정폐기물,폐전자제품(IT),ITAD재활용,119.87,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0135,SITE-DC03,상암 데이터센터,2024,3,지정폐기물,폐형광등,위탁처리,0.26,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0136,SITE-DC04,춘천 데이터센터,2024,3,일반폐기물,생활폐기물,위탁소각,18.06,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0137,SITE-DC04,춘천 데이터센터,2024,3,일반폐기물,사무용품·포장재,재활용,8.92,90.0,5.0,5.0,N,대한통운,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0138,SITE-DC04,춘천 데이터센터,2024,3,일반폐기물,건설부산물,재활용,25.5,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0139,SITE-DC04,춘천 데이터센터,2024,3,일반폐기물,음식물쓰레기,위탁처리,5.95,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0140,SITE-DC04,춘천 데이터센터,2024,3,지정폐기물,폐유·윤활유,위탁처리,0.89,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0141,SITE-DC04,춘천 데이터센터,2024,3,지정폐기물,폐배터리(UPS),재활용(제련),3.93,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0142,SITE-DC04,춘천 데이터센터,2024,3,지정폐기물,냉매(HFCs),회수·처리,0.59,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0143,SITE-DC04,춘천 데이터센터,2024,3,지정폐기물,폐전자제품(IT),ITAD재활용,145.56,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0144,SITE-DC04,춘천 데이터센터,2024,3,지정폐기물,폐형광등,위탁처리,0.32,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0145,SITE-DC05,구미 데이터센터,2024,3,일반폐기물,생활폐기물,위탁소각,13.81,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0146,SITE-DC05,구미 데이터센터,2024,3,일반폐기물,사무용품·포장재,재활용,6.83,90.0,5.0,5.0,N,대한통운,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0147,SITE-DC05,구미 데이터센터,2024,3,일반폐기물,건설부산물,재활용,19.5,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0148,SITE-DC05,구미 데이터센터,2024,3,일반폐기물,음식물쓰레기,위탁처리,4.55,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0149,SITE-DC05,구미 데이터센터,2024,3,지정폐기물,폐유·윤활유,위탁처리,0.68,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0150,SITE-DC05,구미 데이터센터,2024,3,지정폐기물,폐배터리(UPS),재활용(제련),3.01,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0151,SITE-DC05,구미 데이터센터,2024,3,지정폐기물,냉매(HFCs),회수·처리,0.45,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0152,SITE-DC05,구미 데이터센터,2024,3,지정폐기물,폐전자제품(IT),ITAD재활용,111.31,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0153,SITE-DC05,구미 데이터센터,2024,3,지정폐기물,폐형광등,위탁처리,0.24,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0154,SITE-OF01,잠실 본사,2024,3,일반폐기물,생활폐기물,위탁소각,19.12,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0155,SITE-OF01,잠실 본사,2024,3,일반폐기물,사무용품·포장재,재활용,9.45,90.0,5.0,5.0,N,대한통운,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0156,SITE-OF01,잠실 본사,2024,3,일반폐기물,건설부산물,재활용,27.0,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0157,SITE-OF01,잠실 본사,2024,3,일반폐기물,음식물쓰레기,위탁처리,6.3,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0158,SITE-OF01,잠실 본사,2024,3,지정폐기물,폐유·윤활유,위탁처리,0.95,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0159,SITE-OF01,잠실 본사,2024,3,지정폐기물,폐배터리(UPS),재활용(제련),4.16,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0160,SITE-OF01,잠실 본사,2024,3,지정폐기물,냉매(HFCs),회수·처리,0.63,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0161,SITE-OF01,잠실 본사,2024,3,지정폐기물,폐전자제품(IT),ITAD재활용,154.12,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0162,SITE-OF01,잠실 본사,2024,3,지정폐기물,폐형광등,위탁처리,0.34,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-07-05 08:00:00,2024-07-05 09:00:00,user_env
WST-2024-0163,SITE-DC01,수원 데이터센터,2024,4,일반폐기물,생활폐기물,위탁소각,27.62,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0164,SITE-DC01,수원 데이터센터,2024,4,일반폐기물,사무용품·포장재,재활용,13.65,90.0,5.0,5.0,N,대한통운,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0165,SITE-DC01,수원 데이터센터,2024,4,일반폐기물,건설부산물,재활용,39.0,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0166,SITE-DC01,수원 데이터센터,2024,4,일반폐기물,음식물쓰레기,위탁처리,9.1,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0167,SITE-DC01,수원 데이터센터,2024,4,지정폐기물,폐유·윤활유,위탁처리,1.37,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0168,SITE-DC01,수원 데이터센터,2024,4,지정폐기물,폐배터리(UPS),재활용(제련),6.01,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0169,SITE-DC01,수원 데이터센터,2024,4,지정폐기물,냉매(HFCs),회수·처리,0.91,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0170,SITE-DC01,수원 데이터센터,2024,4,지정폐기물,폐전자제품(IT),ITAD재활용,222.62,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0171,SITE-DC01,수원 데이터센터,2024,4,지정폐기물,폐형광등,위탁처리,0.49,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0172,SITE-DC02,동탄 데이터센터,2024,4,일반폐기물,생활폐기물,위탁소각,23.38,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0173,SITE-DC02,동탄 데이터센터,2024,4,일반폐기물,사무용품·포장재,재활용,11.55,90.0,5.0,5.0,N,대한통운,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0174,SITE-DC02,동탄 데이터센터,2024,4,일반폐기물,건설부산물,재활용,33.0,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0175,SITE-DC02,동탄 데이터센터,2024,4,일반폐기물,음식물쓰레기,위탁처리,7.7,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0176,SITE-DC02,동탄 데이터센터,2024,4,지정폐기물,폐유·윤활유,위탁처리,1.16,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0177,SITE-DC02,동탄 데이터센터,2024,4,지정폐기물,폐배터리(UPS),재활용(제련),5.09,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0178,SITE-DC02,동탄 데이터센터,2024,4,지정폐기물,냉매(HFCs),회수·처리,0.77,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0179,SITE-DC02,동탄 데이터센터,2024,4,지정폐기물,폐전자제품(IT),ITAD재활용,188.38,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0180,SITE-DC02,동탄 데이터센터,2024,4,지정폐기물,폐형광등,위탁처리,0.41,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0181,SITE-DC03,상암 데이터센터,2024,4,일반폐기물,생활폐기물,위탁소각,14.87,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0182,SITE-DC03,상암 데이터센터,2024,4,일반폐기물,사무용품·포장재,재활용,7.35,90.0,5.0,5.0,N,대한통운,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0183,SITE-DC03,상암 데이터센터,2024,4,일반폐기물,건설부산물,재활용,21.0,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0184,SITE-DC03,상암 데이터센터,2024,4,일반폐기물,음식물쓰레기,위탁처리,4.9,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0185,SITE-DC03,상암 데이터센터,2024,4,지정폐기물,폐유·윤활유,위탁처리,0.73,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0186,SITE-DC03,상암 데이터센터,2024,4,지정폐기물,폐배터리(UPS),재활용(제련),3.24,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0187,SITE-DC03,상암 데이터센터,2024,4,지정폐기물,냉매(HFCs),회수·처리,0.49,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0188,SITE-DC03,상암 데이터센터,2024,4,지정폐기물,폐전자제품(IT),ITAD재활용,119.87,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0189,SITE-DC03,상암 데이터센터,2024,4,지정폐기물,폐형광등,위탁처리,0.26,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0190,SITE-DC04,춘천 데이터센터,2024,4,일반폐기물,생활폐기물,위탁소각,18.06,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0191,SITE-DC04,춘천 데이터센터,2024,4,일반폐기물,사무용품·포장재,재활용,8.92,90.0,5.0,5.0,N,대한통운,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0192,SITE-DC04,춘천 데이터센터,2024,4,일반폐기물,건설부산물,재활용,25.5,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0193,SITE-DC04,춘천 데이터센터,2024,4,일반폐기물,음식물쓰레기,위탁처리,5.95,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0194,SITE-DC04,춘천 데이터센터,2024,4,지정폐기물,폐유·윤활유,위탁처리,0.89,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0195,SITE-DC04,춘천 데이터센터,2024,4,지정폐기물,폐배터리(UPS),재활용(제련),3.93,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0196,SITE-DC04,춘천 데이터센터,2024,4,지정폐기물,냉매(HFCs),회수·처리,0.59,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0197,SITE-DC04,춘천 데이터센터,2024,4,지정폐기물,폐전자제품(IT),ITAD재활용,145.56,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0198,SITE-DC04,춘천 데이터센터,2024,4,지정폐기물,폐형광등,위탁처리,0.32,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0199,SITE-DC05,구미 데이터센터,2024,4,일반폐기물,생활폐기물,위탁소각,13.81,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0200,SITE-DC05,구미 데이터센터,2024,4,일반폐기물,사무용품·포장재,재활용,6.83,90.0,5.0,5.0,N,대한통운,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0201,SITE-DC05,구미 데이터센터,2024,4,일반폐기물,건설부산물,재활용,19.5,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0202,SITE-DC05,구미 데이터센터,2024,4,일반폐기물,음식물쓰레기,위탁처리,4.55,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0203,SITE-DC05,구미 데이터센터,2024,4,지정폐기물,폐유·윤활유,위탁처리,0.68,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0204,SITE-DC05,구미 데이터센터,2024,4,지정폐기물,폐배터리(UPS),재활용(제련),3.01,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0205,SITE-DC05,구미 데이터센터,2024,4,지정폐기물,냉매(HFCs),회수·처리,0.45,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0206,SITE-DC05,구미 데이터센터,2024,4,지정폐기물,폐전자제품(IT),ITAD재활용,111.31,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0207,SITE-DC05,구미 데이터센터,2024,4,지정폐기물,폐형광등,위탁처리,0.24,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0208,SITE-OF01,잠실 본사,2024,4,일반폐기물,생활폐기물,위탁소각,19.12,0.0,0.0,70.0,N,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0209,SITE-OF01,잠실 본사,2024,4,일반폐기물,사무용품·포장재,재활용,9.45,90.0,5.0,5.0,N,대한통운,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0210,SITE-OF01,잠실 본사,2024,4,일반폐기물,건설부산물,재활용,27.0,85.0,10.0,5.0,N,(주)한국자원순환,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0211,SITE-OF01,잠실 본사,2024,4,일반폐기물,음식물쓰레기,위탁처리,6.3,0.0,0.0,0.0,N,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0212,SITE-OF01,잠실 본사,2024,4,지정폐기물,폐유·윤활유,위탁처리,0.95,0.0,0.0,30.0,Y,(주)에코솔루션,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0213,SITE-OF01,잠실 본사,2024,4,지정폐기물,폐배터리(UPS),재활용(제련),4.16,95.0,0.0,0.0,Y,(주)배터리리사이클링,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0214,SITE-OF01,잠실 본사,2024,4,지정폐기물,냉매(HFCs),회수·처리,0.63,0.0,0.0,0.0,Y,(주)냉매솔루션,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0215,SITE-OF01,잠실 본사,2024,4,지정폐기물,폐전자제품(IT),ITAD재활용,154.12,90.0,5.0,3.0,Y,(주)에코아이티,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
WST-2024-0216,SITE-OF01,잠실 본사,2024,4,지정폐기물,폐형광등,위탁처리,0.34,0.0,0.0,0.0,Y,(주)그린환경,EMS,2024-10-05 08:00:00,2024-10-05 09:00:00,user_env
